motif_id	tf_name	n_active_hits	n_background_hits	n_active_total	n_background_total	odds_ratio	pvalue	fdr
MA0777.1	MYBL2	21	40	213	237	0.538671875	0.9900489245787883	1.0
MA1468.1	ATOH7	200	229	213	237	0.5374538125629829	0.9448252034705507	1.0
MA0510.3	RFX5	10	20	213	237	0.5344827586206896	0.9636921400230744	1.0
MA0652.2	IRF8	12	24	213	237	0.5298507462686567	0.9741796168154644	1.0
MA1421.1	TCF7L1	24	47	213	237	0.5133400878081729	0.9958630271816471	1.0
MA0074.1	RXRA::VDR	8	17	213	237	0.5050215208034433	0.9645260126651525	1.0
MA0796.1	TGIF1	6	13	213	237	0.49944258639910816	0.951392973472236	1.0
MA1419.2	IRF4	6	13	213	237	0.49944258639910816	0.951392973472236	1.0
MA2336.1	ZSCAN21	109	161	213	237	0.4947443860487339	0.9999025709790498	1.0
MA1544.2	OVOL1	112	164	213	237	0.49360057957015213	0.9998990290013903	1.0
MA0904.3	HOXB5	204	232	213	237	0.4885057471264368	0.9415727276761642	1.0
MA0259.2	ARNT::HIF1A	164	208	213	237	0.46664050235478804	0.9991711855388882	1.0
MA1108.3	MXI1	194	227	213	237	0.44980292140041733	0.9871413104068535	1.0
MA1495.2	HOXA1	211	236	213	237	0.4470338983050847	0.8947405610351045	1.0
MA0775.2	MEIS3	211	236	213	237	0.4470338983050847	0.8947405610351045	1.0
MA0642.3	EN2	207	234	213	237	0.4423076923076923	0.9356496617096167	1.0
MA1973.2	ZKSCAN3	2	5	213	237	0.43981042654028435	0.9197030794653825	1.0
MA0899.2	HOXA10	186	223	213	237	0.43248629795715	0.996189876501734	1.0
MA0730.1	RARA	5	13	213	237	0.41420118343195267	0.97577159982691	1.0
MA0729.1	RARA	2	6	213	237	0.36492890995260663	0.9529748200337651	1.0
MA0735.2	GLIS1	4	12	213	237	0.3588516746411483	0.9834024794124167	1.0
MA0163.1	PLAG1	5	15	213	237	0.3557692307692308	0.9901843751692877	1.0
MA1573.2	Thap11	3	10	213	237	0.3242857142857143	0.9831238925153752	1.0
MA1597.1	ZNF528	2	7	213	237	0.3114421123899797	0.9728475338574143	1.0
MA2335.1	ZNF558	1	4	213	237	0.27476415094339623	0.9602880933376644	1.0
MA0066.2	PPARG	1	4	213	237	0.27476415094339623	0.9602880933376644	1.0
MA0661.2	MEOX1	207	236	213	237	0.1461864406779661	0.9949501910325961	1.0
MA1563.2	SOX18	212	237	213	237	0.0	1.0	1.0
MA0877.4	BARHL1	211	237	213	237	0.0	1.0	1.0
MA0876.2	BSX	212	237	213	237	0.0	1.0	1.0
MA1478.2	DMRTA2	211	237	213	237	0.0	1.0	1.0
MA0894.2	HESX1	210	237	213	237	0.0	1.0	1.0
MA1499.2	HOXB4	212	237	213	237	0.0	1.0	1.0
MA0707.3	MNX1	212	237	213	237	0.0	1.0	1.0
MA0710.2	NOTO	212	237	213	237	0.0	1.0	1.0
